location,latitude,longitude,urbanization_index,industry_density,avg_pm25,source,risk_score
North Sea,56.140167,-2.600667,0.2,0.1,0.057832,Marine,0.12
Mediterranean Sea,40.231167,18.506167,0.2,0.1,0.97561,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.34,-70.32,0.2,0.1,0.0027,Marine,0.12
Mediterranean Sea,43.3203,5.1988,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,21.526733,-87.37755,0.2,0.1,2119.167403,Marine,0.1805
Gulf of Mexico,27.8493,-82.4314,0.2,0.1,5.2,Marine,0.1201
Caribbean Sea,11.53,-66.32,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.0,-61.93,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.62,-64.97,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,17.22,-63.45,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,16.62,-64.7,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.13,-62.03,0.2,0.1,0.033116,Marine,0.12
Mediterranean Sea,31.626,34.504333,0.2,0.1,0.317426,Marine,0.12
Chukchi Sea,66.4346,-163.2724,0.2,0.1,0.008,Marine,0.12
Inner Seas off the West Coast of Scotland,58.441833,-5.893833,0.2,0.1,0.081281,Marine,0.12
Inner Seas off the West Coast of Scotland,55.99,-4.8755,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,38.5824,14.2289,0.2,0.1,5.304985,Marine,0.1202
Coastal Waters of Southeast Alaska and British Columbia,47.38,-122.6407,0.2,0.1,0.001,Marine,0.12
Bay of Biscay,45.215167,-5.775,0.2,0.1,0.466853,Marine,0.12
Mediterranean Sea,43.8789,9.3394,0.2,0.1,2.233436,Marine,0.1201
Mediterranean Sea,38.206167,13.6005,0.2,0.1,0.862085,Marine,0.12
Gulf of Mexico,27.7084,-82.6092,0.2,0.1,0.0,Marine,0.12
Gulf of California,22.894645,-109.89479,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.35,-71.32,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.58,-74.16,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,16.25,-76.18,0.2,0.1,0.0024,Marine,0.12
Caribbean Sea,17.3,-81.98,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,12.07,-61.98,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.71,-63.37,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.33,-62.24,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,33.074,35.101667,0.2,0.1,32.743942,Marine,0.1209
North Sea,56.620167,-2.307667,0.2,0.1,0.0,Marine,0.12
North Sea,56.309,-2.5465,0.2,0.1,0.0,Marine,0.12
North Sea,56.378,-2.627167,0.2,0.1,0.084144,Marine,0.12
North Sea,55.947667,-2.040333,0.2,0.1,0.00992,Marine,0.12
Greenland Sea,74.757667,2.4995,0.2,0.1,0.018355,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,52.1173,-131.1566,0.2,0.1,0.001,Marine,0.12
Celtic Sea,48.617289,-10.331,0.2,0.1,25.0,Marine,0.1207
Mediterranean Sea,43.8759,8.052,0.2,0.1,2.304121,Marine,0.1201
Mediterranean Sea,39.80334,7.998629,0.2,0.1,13.740741,Marine,0.1204
Mediterranean Sea,42.039,6.942333,0.2,0.1,0.614031,Marine,0.12
Mediterranean Sea,39.856167,4.3175,0.2,0.1,0.910121,Marine,0.12
Mediterranean Sea,41.397303,2.21315,0.2,0.1,1.079333,Marine,0.12
Caribbean Sea,21.05,-84.08,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.79,-59.82,0.2,0.1,0.0043,Marine,0.12
Caribbean Sea,12.23,-61.73,0.2,0.1,0.0096,Marine,0.12
Gulf of Mexico,27.6279,-82.6415,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.89,-74.32,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,9.2915,-82.0875,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.24,-67.11,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.42,-64.32,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.64,-64.27,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,37.7,26.4,0.2,0.1,0.576667,Marine,0.12
North Sea,56.923833,-2.135167,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,56.555833,-5.939833,0.2,0.1,0.0,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,47.2109,-122.9087,0.2,0.1,0.002,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.45,-70.4,0.2,0.1,0.026748,Marine,0.12
Mediterranean Sea,43.065,5.77,0.2,0.1,0.347221,Marine,0.12
Mediterranean Sea,43.153033,6.52905,0.2,0.1,0.033896,Marine,0.12
Mediterranean Sea,40.307167,19.338667,0.2,0.1,1.094276,Marine,0.12
Mediterranean Sea,38.069,5.969,0.2,0.1,5.261137,Marine,0.1202
Mediterranean Sea,41.575135,2.553135,0.2,0.1,0.930667,Marine,0.12
Gulf of Mexico,20.480567,-97.006983,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.61,-82.7832,0.2,0.1,2.0,Marine,0.1201
Gulf of Mexico,27.8096,-82.446,0.2,0.1,1000.0,Marine,0.1486
Gulf of Mexico,28.0106,-82.6078,0.2,0.1,2000.0,Marine,0.1771
Caribbean Sea,15.53,-68.83,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.760339,-61.441728,0.2,0.1,0.888889,Marine,0.12
Caribbean Sea,16.88,-77.5,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.76,-64.91,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.17,-68.38,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.1,-73.75,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.38,-72.43,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.02,-75.31,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.75,-81.12,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,32.903333,35.071,0.2,0.1,0.622654,Marine,0.12
Mediterranean Sea,32.584,34.9055,0.2,0.1,0.566621,Marine,0.12
Inner Seas off the West Coast of Scotland,55.881667,-5.065667,0.2,0.1,0.009555,Marine,0.12
Celtic Sea,50.3228,-5.2119,0.2,0.1,0.0,Marine,0.12
Gulf of Alaska,60.0302,-148.039,0.2,0.1,0.008,Marine,0.12
North Sea,56.651167,-2.386667,0.2,0.1,0.013892,Marine,0.12
Mediterranean Sea,36.728415,2.795861,0.2,0.1,1.441786,Marine,0.12
Mediterranean Sea,41.263153,1.963507,0.2,0.1,0.942667,Marine,0.12
Gulf of Mexico,21.526733,-87.37755,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.41,-65.4,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.03,-61.08,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,12.67,-61.53,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.68,-84.93,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.7005,-87.8818,0.2,0.1,0.001,Marine,0.12
Caribbean Sea,11.98,-64.05,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.78,-72.77,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,19.54,-73.88,0.2,0.1,0.0144,Marine,0.12
Caribbean Sea,18.2642,-64.4505,0.2,0.1,0.006,Marine,0.12
Caribbean Sea,19.82,-74.67,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,17.94803,-76.82367,0.2,0.1,0.52,Marine,0.12
Skagerrak Strait,57.3386,9.5893,0.2,0.1,32.0,Marine,0.1209
Mediterranean Sea,42.1665,18.533167,0.2,0.1,3.515625,Marine,0.1201
Mediterranean Sea,41.66,3.051667,0.2,0.1,1.007811,Marine,0.12
Labrador Sea,48.185,-52.84,0.2,0.1,0.081288,Marine,0.12
Mediterranean Sea,36.696833,-3.862167,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,24.51,-84.31,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,21.29148,-89.634561,0.2,0.1,2820.874471,Marine,0.2006
Gulf of Mexico,27.9687,-82.5621,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.8118,-82.5232,0.2,0.1,30.0,Marine,0.1209
Caribbean Sea,14.2,-60.58,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.88,-61.71,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.0,-61.48,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.13,-61.78,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.81,-81.25,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,16.08,-62.2,0.2,0.1,0.0108,Marine,0.12
Caribbean Sea,16.72,-63.6,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.9803,-61.7175,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.34,-76.54,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.38,-65.27,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,32.584,34.9055,0.2,0.1,17.938767,Marine,0.1205
Mediterranean Sea,43.2469,5.3522,0.2,0.1,0.100775,Marine,0.12
Mediterranean Sea,43.2528,5.3552,0.2,0.1,0.101626,Marine,0.12
Mediterranean Sea,38.806333,9.479833,0.2,0.1,0.279242,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,47.7292,-122.5516,0.2,0.1,0.007,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,48.7339,-123.1875,0.2,0.1,0.008,Marine,0.12
Gulf of Mexico,27.8524,-82.4093,0.2,0.1,1000.0,Marine,0.1486
Caribbean Sea,11.54,-67.44,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.65,-62.55,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,15.22,-64.37,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.13,-60.16,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.04,-74.55,0.2,0.1,0.007956,Marine,0.12
Caribbean Sea,17.83,-78.28,0.2,0.1,0.00648,Marine,0.12
Inner Seas off the West Coast of Scotland,55.754833,-4.8885,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,55.586833,-4.763833,0.2,0.1,0.02579,Marine,0.12
Norwegian Sea,69.550333,18.674167,0.2,0.1,0.01513,Marine,0.12
Mediterranean Sea,42.9736,9.992533,0.2,0.1,0.192163,Marine,0.12
Mediterranean Sea,34.844,21.4365,0.2,0.1,0.216012,Marine,0.12
Mediterranean Sea,35.7511,15.8737,0.2,0.1,0.475341,Marine,0.12
Gulf of California,24.14189,-110.349147,0.2,0.1,1410.437236,Marine,0.1603
Gulf of California,26.729392,-111.906818,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.18,-61.82,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,17.15,-73.37,0.2,0.1,0.01728,Marine,0.12
Caribbean Sea,16.67,-62.58,0.2,0.1,0.028796,Marine,0.12
Caribbean Sea,14.43,-61.15,0.2,0.1,0.028796,Marine,0.12
Mediterranean Sea,31.8705,34.6625,0.2,0.1,1.536936,Marine,0.12
Bering Sea,61.1444,-165.3639,0.2,0.1,0.003,Marine,0.12
Celtic Sea,49.799484,-8.380903,0.2,0.1,27.7,Marine,0.1208
Mediterranean Sea,43.1132,5.9279,0.2,0.1,1.95013,Marine,0.1201
Mediterranean Sea,42.6938,8.5717,0.2,0.1,0.295975,Marine,0.12
North Sea,56.6035,-2.036333,0.2,0.1,0.008704,Marine,0.12
North Sea,57.713333,-3.900333,0.2,0.1,0.0,Marine,0.12
Baltic Sea,54.153667,13.565167,0.2,0.1,0.014362,Marine,0.12
Mediterranean Sea,36.728415,2.795861,0.2,0.1,0.16852,Marine,0.12
Mediterranean Sea,41.379079,2.194423,0.2,0.1,1.065333,Marine,0.12
Gulf of Mexico,21.526733,-87.37755,0.2,0.1,4231.311707,Marine,0.2409
Gulf of Mexico,27.8261,-82.5675,0.2,0.1,1000.0,Marine,0.1486
Caribbean Sea,16.8,-64.2,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.67,-61.5,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.1,-78.53,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.62,-75.3,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.45,-64.6,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,12.39,-63.05,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,18.8,-74.97,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.26,-78.73,0.2,0.1,0.038876,Marine,0.12
Caribbean Sea,17.46,-77.06,0.2,0.1,0.00648,Marine,0.12
Inner Seas off the West Coast of Scotland,54.6165,-4.934167,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,40.533333,6.146667,0.2,0.1,1.597341,Marine,0.12
Mediterranean Sea,42.6265,9.8107,0.2,0.1,0.764027,Marine,0.12
Inner Seas off the West Coast of Scotland,57.9035,-6.037,0.2,0.1,0.030139,Marine,0.12
Mediterranean Sea,37.565,-0.648333,0.2,0.1,0.120163,Marine,0.12
Gulf of Mexico,21.5317,-87.3683,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,24.94,-85.12,0.2,0.1,0.0,Marine,0.12
Gulf of California,28.859672,-112.030125,0.2,0.1,3526.093089,Marine,0.2207
Gulf of Mexico,27.9899,-82.6316,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.7495,-87.025,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.18,-81.58,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.3642,-64.7255,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.58,-79.45,0.2,0.1,0.00864,Marine,0.12
North Sea,56.124667,-2.7735,0.2,0.1,0.007106,Marine,0.12
North Sea,60.517167,0.257667,0.2,0.1,0.029608,Marine,0.12
Mediterranean Sea,37.7,24.3,0.2,0.1,0.166667,Marine,0.12
Mediterranean Sea,39.055333,8.322167,0.2,0.1,2.36587,Marine,0.1201
Mediterranean Sea,41.248833,9.297717,0.2,0.1,0.050638,Marine,0.12
Gulf of Mexico,27.8524,-82.4093,0.2,0.1,2000.0,Marine,0.1771
Gulf of California,27.916643,-110.775325,0.2,0.1,3526.093089,Marine,0.2207
Caribbean Sea,15.12,-70.97,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.17,-70.49,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.9,-67.82,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.88,-62.28,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,17.95008,-76.83569,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.41,-84.65,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,17.73,-86.53,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,9.3385,-82.2399,0.2,0.1,0.027,Marine,0.12
Caribbean Sea,10.65,-64.48,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.02,-71.22,0.2,0.1,0.028796,Marine,0.12
Caribbean Sea,18.89,-79.21,0.2,0.1,0.0108,Marine,0.12
Caribbean Sea,16.85,-81.48,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,35.467,25.165,0.2,0.1,0.490476,Marine,0.12
Mediterranean Sea,43.0785,5.959667,0.2,0.1,0.292284,Marine,0.12
Mediterranean Sea,43.2528,5.3552,0.2,0.1,0.068729,Marine,0.12
Mediterranean Sea,42.80995,6.261583,0.2,0.1,0.03203,Marine,0.12
Irish Sea and St. George's Channel,54.745167,-3.9095,0.2,0.1,0.013667,Marine,0.12
Irish Sea and St. George's Channel,54.619667,-4.575333,0.2,0.1,0.125773,Marine,0.12
Mediterranean Sea,41.7018,10.0377,0.2,0.1,0.896831,Marine,0.12
Mediterranean Sea,41.575135,2.553135,0.2,0.1,0.324,Marine,0.12
Gulf of Mexico,21.516267,-87.391983,0.2,0.1,2119.167403,Marine,0.1805
Gulf of Mexico,24.79,-84.02,0.2,0.1,0.00432,Marine,0.12
Gulf of Mexico,27.8589,-82.4686,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.611,-82.782,0.2,0.1,200.0,Marine,0.1257
Caribbean Sea,13.98,-68.7,0.2,0.1,0.0072,Marine,0.12
Caribbean Sea,12.61,-68.64,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.55,-64.71,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.98,-63.48,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.93,-62.38,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.3,-61.47,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.05,-78.02,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,16.75,-79.58,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,18.18,-81.92,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.5,-62.03,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,32.059167,34.748333,0.2,0.1,5.801724,Marine,0.1202
Inner Seas off the West Coast of Scotland,56.141667,-6.2585,0.2,0.1,0.0,Marine,0.12
Irish Sea and St. George's Channel,53.9496,-5.50417,0.2,0.1,47.1,Marine,0.1213
Mediterranean Sea,41.263153,1.963507,0.2,0.1,0.478667,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,58.1296,-136.4367,0.2,0.1,0.003,Marine,0.12
North Sea,57.7575,-2.758667,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,37.8775,20.922,0.2,0.1,2.772124,Marine,0.1201
Gulf of Mexico,21.289833,-97.420017,0.2,0.1,2115.655853,Marine,0.1804
Gulf of California,31.022322,-114.832718,0.2,0.1,2115.655853,Marine,0.1804
Gulf of Mexico,27.8524,-82.4093,0.2,0.1,5.2,Marine,0.1201
Gulf of Mexico,27.9456,-82.6943,0.2,0.1,2000.0,Marine,0.1771
Caribbean Sea,13.5,-62.64,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.77,-60.55,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.98,-61.38,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.63,-77.92,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,56.159833,-4.907333,0.2,0.1,0.117216,Marine,0.12
Northwestern Passages,70.3236,-122.8985,0.2,0.1,0.199,Marine,0.12
Northwestern Passages,73.6261,-81.3676,0.2,0.1,0.107,Marine,0.12
Celtic Sea,49.982281,-11.154632,0.2,0.1,23.0,Marine,0.1207
Mediterranean Sea,44.326,8.5429,0.2,0.1,3.31282,Marine,0.1201
Mediterranean Sea,42.8835,10.448833,0.2,0.1,0.12145,Marine,0.12
Mediterranean Sea,40.778833,17.826667,0.2,0.1,0.697014,Marine,0.12
Mediterranean Sea,41.869167,7.723333,0.2,0.1,0.436909,Marine,0.12
Mediterranean Sea,41.677333,8.655,0.2,0.1,0.778063,Marine,0.12
Mediterranean Sea,39.80334,4.403955,0.2,0.1,2.542651,Marine,0.1201
Stellwagen Bank National Marine Sanctuary,42.29,-70.3,0.2,0.1,0.0,Marine,0.12
Gulf of California,31.29732,-113.541203,0.2,0.1,0.0,Marine,0.12
Gulf of California,24.14189,-110.349147,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.02,-61.45,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.3,-74.98,0.2,0.1,0.003084,Marine,0.12
Caribbean Sea,15.82,-76.78,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,16.68,-83.35,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.99,-73.36,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.74,-85.68,0.2,0.1,0.002072,Marine,0.12
Caribbean Sea,18.34,-82.47,0.2,0.1,0.0,Marine,0.12
Black Sea,42.689167,27.9925,0.2,0.1,0.214269,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.51,-70.28,0.2,0.1,0.0054,Marine,0.12
North Sea,56.000167,-2.995833,0.2,0.1,0.0,Marine,0.12
Northwestern Passages,74.198333,-95.568333,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,37.8437,4.071,0.2,0.1,2.637231,Marine,0.1201
Mediterranean Sea,39.621333,3.994,0.2,0.1,0.708051,Marine,0.12
Mediterranean Sea,37.455,-0.876667,0.2,0.1,0.573,Marine,0.12
Mediterranean Sea,37.341667,-0.961667,0.2,0.1,0.149,Marine,0.12
Caribbean Sea,16.1,-62.23,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.49,-61.51,0.2,0.1,0.0048,Marine,0.12
Caribbean Sea,10.758064,-61.436573,0.2,0.1,0.777778,Marine,0.12
Caribbean Sea,19.19,-84.56,0.2,0.1,0.008576,Marine,0.12
Gulf of Mexico,18.558117,-94.99345,0.2,0.1,705.218618,Marine,0.1401
Gulf of Mexico,18.558117,-94.99345,0.2,0.1,2820.874471,Marine,0.2006
Caribbean Sea,15.9,-73.0,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.34,-64.09,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,19.46,-80.24,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.98,-68.22,0.2,0.1,0.00864,Marine,0.12
Inner Seas off the West Coast of Scotland,56.575667,-7.273,0.2,0.1,0.016996,Marine,0.12
Greenland Sea,80.1349,6.14062,0.2,0.1,95.0,Marine,0.1227
Mediterranean Sea,42.8428,10.2831,0.2,0.1,9.402886,Marine,0.1203
North Sea,57.710833,-2.099333,0.2,0.1,0.055949,Marine,0.12
Inner Seas off the West Coast of Scotland,58.447667,-6.080167,0.2,0.1,0.023392,Marine,0.12
Mediterranean Sea,39.497,20.126,0.2,0.1,4.16,Marine,0.1201
Gulf of Mexico,25.18,-83.96,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.729,-82.4987,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.02,-64.08,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.1,-61.98,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.2,-63.35,0.2,0.1,0.00288,Marine,0.12
Caribbean Sea,14.48,-61.38,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.48,-61.47,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.63,-83.56,0.2,0.1,0.0,Marine,0.12
Gulf of Alaska,59.3681,-153.5523,0.2,0.1,0.001,Marine,0.12
Mediterranean Sea,42.635,3.448333,0.2,0.1,0.53523,Marine,0.12
Inner Seas off the West Coast of Scotland,55.455667,-5.3945,0.2,0.1,0.0,Marine,0.12
Greenland Sea,77.971333,12.4,0.2,0.1,0.054927,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.34,-70.34,0.2,0.1,0.034556,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.38,-70.4,0.2,0.1,0.00216,Marine,0.12
Celtic Sea,50.2964,-5.2413,0.2,0.1,0.001,Marine,0.12
Mediterranean Sea,37.95355,23.57475,0.2,0.1,0.239569,Marine,0.12
Mediterranean Sea,41.849824,3.147244,0.2,0.1,0.953333,Marine,0.12
Caribbean Sea,20.63028,-87.065838,0.2,0.1,3526.093089,Marine,0.2207
Gulf of Mexico,27.9528,-82.6416,0.2,0.1,1000.0,Marine,0.1486
Caribbean Sea,13.85,-61.07,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.567333,-61.431333,0.2,0.1,0.030493,Marine,0.12
Caribbean Sea,17.0,-84.17,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.79,-85.87,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,12.83,-64.41,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.21,-62.18,0.2,0.1,0.001964,Marine,0.12
Caribbean Sea,15.85,-75.72,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,19.541887,-90.70652,0.2,0.1,705.218618,Marine,0.1401
Gulf of Alaska,59.4376,-150.586,0.2,0.1,0.002,Marine,0.12
Mediterranean Sea,43.978933,9.750217,0.2,0.1,0.896025,Marine,0.12
Mediterranean Sea,42.895333,6.235333,0.2,0.1,0.069347,Marine,0.12
Mediterranean Sea,38.585167,0.588667,0.2,0.1,0.22866,Marine,0.12
Mediterranean Sea,37.509167,0.664333,0.2,0.1,0.25641,Marine,0.12
Gulf of California,31.680124,-114.495158,0.2,0.1,2115.655853,Marine,0.1804
Gulf of California,25.297939,-108.533008,0.2,0.1,1410.437236,Marine,0.1603
Caribbean Sea,16.03,-71.08,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.42,-65.3,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.38,-61.58,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,16.8785,-87.7236,0.2,0.1,0.005,Marine,0.12
Caribbean Sea,14.35,-70.1,0.2,0.1,0.00288,Marine,0.12
Caribbean Sea,15.58,-72.87,0.2,0.1,0.006644,Marine,0.12
Mediterranean Sea,37.9,24.7,0.2,0.1,0.326667,Marine,0.12
Inner Seas off the West Coast of Scotland,55.613,-4.986667,0.2,0.1,0.0,Marine,0.12
Skagerrak Strait,58.3569,10.1318,0.2,0.1,112.0,Marine,0.1232
Greenland Sea,80.4314,6.55955,0.2,0.1,0.5,Marine,0.12
Mediterranean Sea,42.781783,10.5648,0.2,0.1,0.236725,Marine,0.12
Inner Seas off the West Coast of Scotland,56.183333,-4.777667,0.2,0.1,0.101715,Marine,0.12
Mediterranean Sea,40.242778,17.410833,0.2,0.1,0.16317,Marine,0.12
Mediterranean Sea,37.014667,13.103,0.2,0.1,0.167267,Marine,0.12
Mediterranean Sea,40.911233,5.839733,0.2,0.1,0.106402,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.19,-70.35,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,24.39,-83.0,0.2,0.1,0.030236,Marine,0.12
Gulf of Mexico,27.5737,-82.6868,0.2,0.1,1000.0,Marine,0.1486
Gulf of California,23.379,-109.4305,0.2,0.1,0.006,Marine,0.12
Gulf of Mexico,27.897,-82.4382,0.2,0.1,2000.0,Marine,0.1771
Caribbean Sea,11.88,-62.97,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.75,-62.09,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.6,-66.1,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.8,-79.69,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.951639,-76.81875,0.2,0.1,1.34,Marine,0.12
Caribbean Sea,18.17,-76.22,0.2,0.1,0.01728,Marine,0.12
Caribbean Sea,16.89,-76.98,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.15,-80.35,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.74,-83.72,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.3,-77.4,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.28,-82.03,0.2,0.1,0.0,Marine,0.12
Gulf of Alaska,59.9446,-149.2958,0.2,0.1,0.007,Marine,0.12
Barents Sea,70.6681,25.3897,0.2,0.1,0.001,Marine,0.12
Inner Seas off the West Coast of Scotland,55.680333,-5.050717,0.2,0.1,0.014075,Marine,0.12
Mediterranean Sea,40.910469,0.833376,0.2,0.1,2.372,Marine,0.1201
Bay of Biscay,44.887103,-6.299021,0.2,0.1,3.5,Marine,0.1201
Mediterranean Sea,42.377821,3.158952,0.2,0.1,0.420667,Marine,0.12
